utt,labels,tokenized
door,['0'],[0]
okay,['0'],[0]
hmm I can see oh yeah with what kind of victims detected this one doesn't have any,"['Plan', 'Victim']","[20, 2]"
can you go to there's a there's an area of back here,['YesNoQuestion'],[18]
where there's a lot of rubble so it's I think it's back here move every one of these rooms has Rubble so if you can,"['KnowledgeSharing', 'Move', 'Rubble', 'Rubble']","[13, 10, 7, 7]"
you know where I am I'm in like that E and F area,['0'],[0]
right here right behind you,['0'],[0]
do you want me to come over there Medic or,"['Move', 'YesNoQuestion']","[10, 18]"
yes,['0'],[0]
hold on,['Instruction'],[19]
his medic green,['Medic'],[6]
I'm sorry transporter friend zone him okay so in this area over here transporter and you just check all these rooms and then put a symbol on which ones have,"['Precedence', 'Search', 'Transporter', 'Transporter']","[11, 15, 5, 5]"
victim Zoar,['Victim'],[2]
I'm sorry so In This Very Room,['0'],[0]
okay,['0'],[0]
thank you,['0'],[0]
this is engineer I'm near buildings B7 right now I found some people I put down the symbol and I let them outside of the building so you don't have to go inside the buildings,"['Room', 'Engineer', 'Move', 'ReportLocation']","[3, 4, 10, 14]"
you are a chance engineer to look at,['Engineer'],[4]
here okay nevermind D2 is clear thank you,['Room'],[3]
this medic I just placed a,['Medic'],[6]
victim Cannon the South,['Victim'],[2]
hallway not sure what you call it then a victim so if you ever gone to the transporter,"['Move', 'Precedence', 'Transporter', 'Victim']","[10, 11, 5, 2]"
this is engineer there's a critical victim and I believe that's A4 and there's a regular victim outside of a door marked it on the map there's also a threat zone here so when you come here just let me know and I'll clear out the way they are,"['Room', 'ReportLocation', 'Victim', 'CriticalVictim', 'Plan', 'Engineer', 'KnowledgeSharing', 'KnowledgeSharing', 'Move', 'Victim']","[3, 14, 2, 1, 20, 4, 13, 13, 10, 2]"
okay I think there is also a critical victim,"['CriticalVictim', 'KnowledgeSharing']","[1, 13]"
over here there's a critical victim in K2 so I'm going to need someone to come with me to wake them up,"['CriticalVictim', 'Plan', 'Room', 'KnowledgeSharing']","[1, 20, 3, 13]"
okay I'll work down A3 and I'll come with you,"['Room', 'Plan', 'Plan']","[3, 20, 20]"
are there any more victims in this area,['Victim'],[2]
no I believe it's clear,['0'],[0]
places,['0'],[0]
okay,['0'],[0]
I'm going to check a4a just in case though because I don't think I went there yet,"['Plan', 'Move', 'Search']","[20, 10, 15]"
yeah clear,['0'],[0]
let's go to A2 you're running you start heading that way and I'll meet you there,"['Room', 'Plan']","[3, 20]"
yeah there's one right here,['0'],[0]
if you want to keep,['0'],[0]
on we can help sorry John take this transporter,"['Plan', 'Transporter']","[20, 5]"
A3 the library looks clear,['Room'],[3]
I don't know if it done son,['Plan'],[20]
all right question,['0'],[0]
all right one question,['0'],[0]
you are in a restaurant advisor so at the end of the survey work there are questions asking you to evaluate yet either,['0'],[0]
this is the make speaking do we know what score we got on their first mission,"['Instruction', 'YesNoQuestion']","[19, 18]"
oh yeah yeah,['0'],[0]
okay thank you,['0'],[0]
this is engineer I finished the survey,['Engineer'],[4]
and this is the transporter I also finished it,['Transporter'],[5]
stop,['Instruction'],[19]
okay yeah,['0'],[0]
all right question C button once again you will be provided with a one minute,['0'],[0]
okay please wait for my go signal before you can put C the next slide you have one minute to look through the sight please do not talk or discuss during this time you may proceed to the next slide in 3 2 1 go,"['Instruction', 'Plan']","[19, 20]"
okay participants is up close B and admin please verify that sight approach,['Instruction'],[19]
Yep they're close Okay as a reminder you are encouraged to your teammates green commission or identification and severe severe weather service has always artists and M2 b b Hall sight for example if you are the engineer save this at the start of every these reported in A2 b b are inspected for signs okay let's get rid of this partition experience please note C that,"['Room', 'Plan', 'Engineer', 'Room']","[3, 20, 4, 3]"
this is medic enter the engineer pass partnership from severe most people,"['Engineer', 'Move', 'Medic']","[4, 10, 6]"
okay this is medic I think that the engineer and transporter should go from most severe and most people to least when we talk about this right now,"['Engineer', 'Medic', 'Transporter']","[4, 6, 5]"
so we can decide which room is the most important,['Plan'],[20]
this is engineer I have the same thing same report severe is i2a G3 B6 what I was thinking is since we know G3,"['Room', 'Engineer', 'Room', 'Room']","[3, 4, 3, 3]"
another severe damage rooms and that little area with the brown like rooms it seems like the most densely packed we could try go there first and then move outward to the Green Building with i2a,"['Move', 'Move', 'Precedence', 'Precedence']","[10, 10, 11, 11]"
okay sounds good transporter what,['Transporter'],[5]
what meetings had the most people in them,['Meeting'],[9]
okay this is the transporter B technical exchange meeting lunch and management meeting have two or more attendees and the IT training facilities meeting and Human Resources meeting only had one,"['Meeting', 'Meeting', 'Meeting', 'Meeting', 'Meeting', 'Meeting', 'Transporter']","[9, 9, 9, 9, 9, 9, 5]"
this is medic can you repeat the third meeting that had two or more people you said taking close change lunch and what else,"['Medic', 'Meeting', 'Meeting', 'YesNoQuestion']","[6, 9, 9, 18]"
management,['0'],[0]
office medic here K2 B,"['Room', 'Medic']","[3, 6]"
there's room on management meeting okay,"['KnowledgeSharing', 'Meeting']","[13, 9]"
so that is B6 is the technical exchange meeting so that's an important one F4 and D4 so I agree with the engineer we should start in the middle section and then maybe move out transporter where any meetings canceled,"['ReportLocation', 'ReportLocation', 'Transporter', 'Room', 'Room', 'Engineer', 'Room', 'Meeting', 'Meeting', 'Move', 'Precedence', 'Precedence']","[14, 14, 5, 3, 3, 4, 3, 9, 9, 10, 11, 11]"
so that is B6 if I can click change meetings that F4 and D4 so I3 engineer since starting the middle section for the remaining agents cancelled,"['Room', 'Plan', 'Room', 'Engineer', 'Room', 'Room', 'Plan', 'Meeting', 'ReportLocation']","[3, 20, 3, 4, 3, 3, 20, 9, 14]"
yes,['0'],[0]
yes the storage reorganization the zoom meeting and the zoom2 from office,['Meeting'],[9]
A1 A4 D3 of maybe maybe D3 people die,"['Room', 'Room', 'Room', 'Room']","[3, 3, 3, 3]"
okay so that is A1 A4 and G3 so maybe maybe G3 is not going to many people but I still think that we should,"['Room', 'Room', 'Room', 'Room', 'ReportLocation']","[3, 3, 3, 3, 14]"
okay,['0'],[0]
this is engineer you guys said that the meetings that had two more people were in B6 B6 is a severe location so that will have a critical person most likely B2 is moderate I believe and D4 was mild so we probably want to hit up B6 if we want critical and we know that had a meeting with two or more people if you guys are okay with that,"['Room', 'Meeting', 'Meeting', 'Room', 'Room', 'Room', 'Plan', 'CriticalVictim', 'Room', 'Plan', 'Engineer', 'KnowledgeSharing']","[3, 9, 9, 3, 3, 3, 20, 1, 3, 20, 4, 13]"
that's a great this is medic after we get B6 I okay and after this transporter can you go through like some of the buildings,"['Room', 'Plan', 'Medic', 'Precedence', 'Precedence', 'Transporter', 'YesNoQuestion']","[3, 20, 6, 11, 11, 5, 18]"
enter,"['Move', 'Instruction']","[10, 19]"
kind of atoms are in h okay got it,['0'],[0]
and just just like run by them and see what like what yeah thank you,"['Instruction', 'Move']","[19, 10]"
okay if you guys want to move on I can take care of these victims,"['Plan', 'Plan', 'Victim']","[20, 20, 2]"
unless their transporter wants to take one other otherwise,['Transporter'],[5]
you guys want to go,['0'],[0]
I can't die,['0'],[0]
just put them out here,['0'],[0]
I'll keep going through a bunch of rooms and just working them clear if no one's in there just so you guys know have to stop by room that's already going to be clear,"['Plan', 'Victim']","[20, 2]"
thank you,['0'],[0]
the library is what do you call it a threat zone so I'll just put the one eye,['Plan'],[20]
okay thank you,['0'],[0]
you can I'll check first,"['Plan', 'Plan', 'Search', 'YesNoQuestion']","[20, 20, 15, 18]"
B 3,['0'],[0]
okay this is the medic I found a critical person in B3 00 actually B can you go to B2 engineer please,"['Room', 'Room', 'CriticalVictim', 'Engineer', 'Plan', 'Medic', 'Move', 'YesNoQuestion']","[3, 3, 1, 4, 20, 6, 10, 18]"
yeah I come to b c after that can you come with me to library because there's a critical person here too,"['CriticalVictim', 'KnowledgeSharing', 'Move', 'Precedence', 'YesNoQuestion']","[1, 13, 10, 11, 18]"
okay,['0'],[0]
"thank you and then I'll go to the library are they, person","['Plan', 'Move', 'Precedence', 'Precedence', 'Victim']","[20, 10, 11, 11, 2]"
yeah,['0'],[0]
can I make a right up here,['YesNoQuestion'],[18]
oh yeah,['0'],[0]
engineer we have become trapped,"['HelpRequest', 'Engineer']","[16, 4]"
yeah I'm on my way,['Move'],[10]
okay thank you,['0'],[0]
I'll transport how are things looking,"['Plan', 'Question']","[20, 17]"
I have moved all of the critical victims from that room,"['CriticalVictim', 'Move']","[1, 10]"
okay there's a couple people down this hallway you probably want to get started,['0'],[0]
c i c,['0'],[0]
medic I'm in front of B1 I found a couple or just two regular victims I'll be putting them outside of the door near the hallway next to the library,"['Room', 'Plan', 'KnowledgeSharing', 'Medic', 'Victim', 'ReportLocation', 'Victim']","[3, 20, 13, 6, 2, 14, 2]"
okay I'll be there in just a second and then,"['Plan', 'Move', 'Precedence']","[20, 10, 11]"
how are we feeling about the this is the medic or leftmost area,"['Question', 'Medic']","[17, 6]"
I feel like we've cleared up pretty much if you guys want we can go move to the middle section or the right section I feel like that's where there's going to be more people,"['Plan', 'Plan']","[20, 20]"
in the red section are the middle,['0'],[0]
either would work if you want medic you and I can go through this c section,"['Plan', 'Plan', 'Medic']","[20, 20, 6]"
oh okay,['0'],[0]
transporter device,['Transporter'],[5]
I'll try and go ahead just seconds,['Plan'],[20]
you're good what room are you in engineer,['Engineer'],[4]
I just got out of C1 it was clear C2 is a threat let me check if there's anything in there,"['Room', 'Room', 'Plan', 'ReportLocation', 'Search']","[3, 3, 20, 14, 15]"
yeah there's Rubble in here,"['KnowledgeSharing', 'Rubble']","[13, 7]"
this is the medic engineer did you get a chance to,"['Engineer', 'Medic', 'YesNoQuestion']","[4, 6, 18]"
check any of the rooms for,['0'],[0]
victims B giving updates on those,['Victim'],[2]
I'm sorry which rooms,['0'],[0]
oh sorry transporter,['Transporter'],[5]
did you look at it,"['Search', 'YesNoQuestion']","[15, 18]"
this is the transporter now I have and I'm still right now transporting the last victim from the hallway,"['Transporter', 'Victim']","[5, 2]"
transporter when you like block path if you have a I'm just wondering if you have a,"['Plan', 'Transporter']","[20, 5]"
victim in your hand while you pass a room can you still do the thing where you find out if there,"['Plan', 'Victim', 'YesNoQuestion']","[20, 2, 18]"
I can I believe yes,"['Plan', 'YesNoQuestion']","[20, 18]"
this is die engineer I'm in room C3 I have a critical here and I put our regular victim right outside,"['Room', 'CriticalVictim', 'Engineer', 'KnowledgeSharing', 'Victim', 'ReportLocation', 'Victim']","[3, 1, 4, 13, 2, 14, 2]"
okay,['0'],[0]
hey I am trapped the medic and C6,"['HelpRequest', 'Room', 'Medic']","[16, 3, 6]"
this is the transporter what kind of victim was this the the regular one,"['Victim', 'Transporter', 'Victim']","[2, 5, 2]"
I didn't get a chance to look I'm not medic I just pulled side,['Medic'],[6]
okay,['0'],[0]
yeah,['0'],[0]
I look at I look at that in a second but we can you come in here engineer actually there's others critical and then where was the next critical did you say there's another one,"['Engineer', 'Plan', 'Precedence', 'Search', 'Search', 'YesNoQuestion', 'YesNoQuestion']","[4, 20, 11, 15, 15, 18, 18]"
there was a critical and C3 I believe it's another trap room,"['Room', 'CriticalVictim', 'ReportLocation']","[3, 1, 14]"
okay,['0'],[0]
let's get out of here there's okay I need you to get out of here,['0'],[0]
c 3,['0'],[0]
yeah right in front of the door room right in front with the regular victim right there,"['Victim', 'Victim']","[2, 2]"
I can understand it,['Plan'],[20]
oops,['0'],[0]
can I help,"['HelpRequest', 'YesNoQuestion']","[16, 18]"
you gonna need to let me out,['0'],[0]
we're good,['0'],[0]
I think most of these rooms up here,['0'],[0]
clear so if you guys want we can make weight through the e f and g block,['Plan'],[20]
transporter there's quite a bit or there's two on stabilized victims in the hallway in front of the C buildings,"['KnowledgeSharing', 'Transporter', 'Victim']","[13, 5, 2]"
okay,['0'],[0]
I don't think there's anyone in there,['KnowledgeSharing'],[13]
engineer this is medic there's a coma victim oh I've also become trapped,"['HelpRequest', 'Engineer', 'KnowledgeSharing', 'Medic', 'Victim']","[16, 4, 13, 6, 2]"
I'm Juliet medic medic Columbus found okay let me a pic on the Trap thing and I will be right there,"['Medic', 'Medic', 'Move']","[6, 6, 10]"
Q can you grab this block here thank you that's a b,['YesNoQuestion'],[18]
yeah that's type B so we can just put them outside right here for,"['Plan', 'Victim']","[20, 2]"
Billy all right okay,['0'],[0]
this room is clear transporter,['Transporter'],[5]
okay,['0'],[0]
transporter I'm in H1 I have a couple of Acts re actually medic here there's a couple victims here,"['Room', 'KnowledgeSharing', 'Medic', 'ReportLocation', 'Transporter', 'Victim']","[3, 13, 6, 14, 5, 2]"
thank you,['0'],[0]
dude there's two in this room you said,['0'],[0]
okay cool,['0'],[0]
yeah there's one more here and transport us with us so they'll be able to get them over,['0'],[0]
well this is B then this one is a,['Precedence'],[11]
I'm going to make way to I2 and I3 that I block area just to C because I believe one of the severe room damages are i2a so I'll make my way up there,"['Plan', 'Plan', 'Room', 'Room']","[20, 20, 3, 3]"
and I think I'm right behind you,['0'],[0]
- the same,['0'],[0]
this is engineered with floor let you guys know that my mini map it says GPS lost signal reconnecting okay perfect I think that's some sort of like simulation like we can't know where everyone is so we're going to have to use like just visuals to tell everyone where we're at,['0'],[0]
okay I2 so,['Room'],[3]
okay engineer I'm in the next I room over so you were just in the first green room I'm in the next one over and there's a common person right here follow me in the back,"['Engineer', 'KnowledgeSharing', 'ReportLocation', 'ReportLocation', 'Victim']","[4, 13, 14, 14, 2]"
all right,['0'],[0]
but I think,['0'],[0]
yeah this is i2a this is the one of the severe room so,['0'],[0]
okay,['0'],[0]
it should after that it should be clear,['Precedence'],[11]
I think it's yeah,['0'],[0]
all right there we go,['0'],[0]
this is the transporter where are you guys,['Transporter'],[5]
we are towards the right side with the green buildings there's going to be like I I to a right now currently,['0'],[0]
okay,['0'],[0]
here we are,['0'],[0]
I can see that there are victims and I think it's M1,"['KnowledgeSharing', 'Room', 'Plan', 'ReportLocation', 'Victim']","[13, 3, 20, 14, 2]"
and pretty soon,['0'],[0]
M1 okay I believe that's all the way to the right one of the blue buildings,['Room'],[3]
yeah it's I'm not sure but but I can like in the window I can see that there's,"['Plan', 'Plan']","[20, 20]"
one of them,['0'],[0]
okay I'll make my way over there I'm walking through the corridor between K and I'll,"['Plan', 'Move']","[20, 10]"
one of them is a,['0'],[0]
wait is this a,['0'],[0]
the there should be a sign on top of the door is that I'll let you know which room it is just in case,['Plan'],[20]
who hold on it's it's not it's it's a Green Building,['0'],[0]
Green Building okay,['0'],[0]
it is k1 so that's,"['Room', 'ReportLocation']","[3, 14]"
K1 okay I C I'm walking in,"['Room', 'Move']","[3, 10]"
so I don't think we need to clear any Rubble,['Rubble'],[7]
I just need you to help me look at wake up a patient,"['Search', 'Victim']","[15, 2]"
map is black online I'm coming down the kaikoura door,['Move'],[10]
oh I'm also trapped,['HelpRequest'],[16]
some of these terms have a lot of rubble so I'm just trying to clear them as they go so,['Rubble'],[7]
K1,['Room'],[3]
Nick,['0'],[0]
The Medic or I'm the medic I'm trapped in K1 and I also need a comma just too,"['HelpRequest', 'Room', 'Medic']","[16, 3, 6]"
okay,['0'],[0]
okay I'm making my way to K1 right now yeah K1 is a trap room,"['Room', 'Room']","[3, 3]"
probably should have put that down earlier,['0'],[0]
are you good,['0'],[0]
okay,['0'],[0]
okay we can head there right after,"['Plan', 'Move', 'Move', 'Precedence']","[20, 10, 10, 11]"
this is the transporter I need help one of the green rooms i3,"['HelpRequest', 'Room', 'Transporter']","[16, 3, 5]"
open that up,['0'],[0]
Lance wait a second so I can get out of here I found on let's go to I3 I'm sorry actually I did yeah,"['Room', 'Plan', 'Move']","[3, 20, 10]"
we go you said you're in one of the K2 rooms okay I see your SOS I'm coming,"['Room', 'Move']","[3, 10]"
yes i3a okay,['0'],[0]
all right I'm on my way,['Move'],[10]
there are also there's one critical and one on critical victim here,['CriticalVictim'],[1]
alright thank you I,['0'],[0]
there you go,['Move'],[10]
thank you,['0'],[0]
Canon,['0'],[0]
I can carry one of these,['Plan'],[20]
yeah that is a b,['0'],[0]
B okay,['0'],[0]
this is a b type,['Victim'],[2]
okay,['0'],[0]
this room is clear,['0'],[0]
all right are there any of those,['0'],[0]
yeah,['0'],[0]
I think we're making better progress this time than last time for sure,['0'],[0]
Zoom,['Instruction'],[19]
there any of those this is medic speaking rooms we talked about at the beginning that we still haven't checked I don't has anyone been to F4,"['Room', 'Medic', 'ReportLocation', 'ReportLocation', 'Search']","[3, 6, 14, 14, 15]"
okay,['0'],[0]
I don't think we've been in that area medic I'm at i4a right now I see some regular injured people I'm putting them out to the hallway so you can fix them up,"['Plan', 'Medic']","[20, 6]"
thank you,['0'],[0]
it's just two of them I believe,['0'],[0]
just B,['0'],[0]
this is a and then engineer you heading to,"['Engineer', 'Precedence', 'Precedence']","[4, 11, 11]"
G & F,['0'],[0]
oh yeah I'm going to yeah I'm going to like congested area,"['Plan', 'Plan']","[20, 20]"
enter every single okay I see a coma victim and F4,"['Move', 'Room', 'Victim']","[10, 3, 2]"
critical victim in A4 yeah I'm coming up,"['Room', 'CriticalVictim', 'Move']","[3, 1, 10]"
engineer yeah and then I also need you to clear some Rubble this one I think,"['Engineer', 'Precedence', 'Rubble']","[4, 11, 7]"
all right coming over,['0'],[0]
yeah this area so much,['0'],[0]
I see a critical okay there's a few people in here,['CriticalVictim'],[1]
yes I can you just break that and then wait this guy,"['Plan', 'Plan', 'Precedence', 'Precedence', 'YesNoQuestion', 'YesNoQuestion']","[20, 20, 11, 11, 18, 18]"
how are you,['0'],[0]
yeah I can get this one let's wake up the there he's awake,['Plan'],[20]
this is a trapped room so just be careful help me open the door,"['HelpRequest', 'Instruction', 'Instruction', 'ReportLocation']","[16, 19, 19, 14]"
okay all right we're good,['0'],[0]
a critical thank you transport it,"['CriticalVictim', 'Instruction']","[1, 19]"
exactly,['0'],[0]
this is a,['0'],[0]
are you engineer are you finding any victims back in these arms,"['Engineer', 'KnowledgeSharing', 'Victim', 'YesNoQuestion']","[4, 13, 2, 18]"
are you not yeah I tried to clear up most of them looking through the back area I don't see many here okay,['YesNoQuestion'],[18]
yeah much more we went from like what was it 352 7/10,['0'],[0]
we did a lot better seven hundred and ten points the 307 it's pretty good,['0'],[0]
I'm sure that their browsers are alone yep it's enlarged,['0'],[0]
at the same time I will stop recording as friend,['Plan'],[20]
recording stopped,['0'],[0]
since when do it done with the survey,['0'],[0]
all right,['0'],[0]
this is the transporter I completed the reflection,['Transporter'],[5]
this is the transporter I actually okay thank you,['Transporter'],[5]
this is engineer I finished the survey,['Engineer'],[4]
this is medic I finished survey,['Medic'],[6]
hi this is engineer and I have I know the damage of each room and I think what I want the plan to B is I can tell you guys which rooms are most severe which ones are more moderate and which ones are mild,"['Engineer', 'Plan', 'Plan', 'YesNoQuestion']","[4, 20, 20, 18]"
this is transport I have a minimum of nine people,['Transporter'],[5]
and it confirmed locations I can give you guys though,['Plan'],[20]
when we're ready,['0'],[0]
and this is engineer do we want to make a plan for where we go first and how we stick together,"['Engineer', 'Instruction', 'Question', 'Plan', 'YesNoQuestion']","[4, 19, 17, 20, 18]"
this is medic,['Medic'],[6]
honestly what seemed to be working best last time when we just did like the intro one was transported are going ahead marking room is whether they have a victim or they don't have victim I think if you kind of go ahead and label all that and made it easy for engineer and I it's a go through and he went around cleared Rubble if there was rubble and then if there was a critical victim he was able to help me,"['Plan', 'Rubble', 'Rubble', 'Victim', 'Victim', 'Plan', 'CriticalVictim', 'Engineer', 'Instruction', 'KnowledgeSharing', 'KnowledgeSharing', 'KnowledgeSharing', 'KnowledgeSharing', 'Precedence']","[20, 7, 7, 2, 2, 20, 1, 4, 19, 13, 13, 13, 13, 11]"
and then I will be happy to bring the victims into like the main Halls like I did last time,"['Precedence', 'Victim']","[11, 2]"
this is transport I'm on board with doing that I'll go off to the farthest reach from where we are and label eyes I go medic if you can just as you're removing people Mark the rooms as empty but I would be I'd be most helpful,"['Plan', 'Question', 'Medic', 'Move', 'Transporter']","[20, 17, 6, 10, 5]"
this is medic yeah no problem,['Medic'],[6]
this is engineer I also have the threat locations and I will be marking those but in case you guys want to know beforehand so you can be aware and not get trapped right at the beginning they are at the C2 D3 and h1a those are the closest three,"['HelpRequest', 'Room', 'Room', 'Plan', 'Engineer', 'ReportLocation']","[16, 3, 3, 20, 4, 14]"
this is medic I will be starting by going left to A1,"['Room', 'Plan', 'Medic']","[3, 20, 6]"
this is this is transporter I'm going off far right along the embera,['Transporter'],[5]
this is engineering I'll be following medic,"['Plan', 'Engineer', 'Medic']","[20, 4, 6]"
this is medic please mark that,"['Instruction', 'Medic']","[19, 6]"
sorry this is engineer I meant to say this is engineer,"['Engineer', 'Engineer']","[4, 4]"
this is transporter the rubble along the walls of the m road is not instruction to anything,"['Rubble', 'Transporter']","[7, 5]"
this is medic engineer if you wouldn't mind there is rubble and A3 if you could just clear path through the middle column of it to make sure that there are no victims,"['Room', 'Plan', 'Engineer', 'KnowledgeSharing', 'KnowledgeSharing', 'KnowledgeSharing', 'Medic', 'Victim', 'Rubble']","[3, 20, 4, 13, 13, 13, 6, 2, 7]"
this is engineer I'll be doing that,"['Plan', 'Engineer']","[20, 4]"
this is transporter I have rubble and a regular victim in G3,"['Room', 'KnowledgeSharing', 'Victim', 'Rubble', 'Transporter', 'Victim']","[3, 13, 2, 7, 5, 2]"
hey this is engineer I think we'll get to that later but be sure to mark it,"['Plan', 'Engineer']","[20, 4]"
it's marker transport of this marker,"['MarkerBlock', 'MarkerBlock', 'Transporter']","[8, 8, 5]"
this is medic there is a critical victim in A4 and Rubble that needs to be cleared in sight of A4 as well,"['Room', 'Room', 'CriticalVictim', 'KnowledgeSharing', 'Medic', 'Rubble']","[3, 3, 1, 13, 6, 7]"
this is engineer I am coming,"['Engineer', 'Move']","[4, 10]"
are you serious is clear,['0'],[0]
this is a medic transporter if you don't mind grabbing this save block it is type A or actually you grab their critical F1 that's fine just make sure to mark it as critical,"['Room', 'Medic', 'Transporter', 'Victim']","[3, 6, 5, 2]"
this is transport confirmed engineer did you have information on D3,"['Room', 'Engineer', 'Transporter', 'YesNoQuestion']","[3, 4, 5, 18]"
this is engineer and yes D3 is the threat room,"['Room', 'Engineer', 'Room']","[3, 4, 3]"
this is transporter there is a critical inside the threat room,"['CriticalVictim', 'KnowledgeSharing', 'Room', 'Transporter']","[1, 13, 3, 5]"
this is engineer in medic if you get to C2 there is a critical and regular victim,"['Room', 'CriticalVictim', 'Engineer', 'KnowledgeSharing', 'Medic', 'Victim', 'Victim']","[3, 1, 4, 13, 6, 2, 2]"
but be warned that it is block all right is a threat room,"['Instruction', 'Room']","[19, 3]"
this is Medic in room C8 there is Rubble that needs to be cleared,"['Room', 'KnowledgeSharing', 'Rubble']","[3, 13, 7]"
this is engineer I'm on my way,"['Engineer', 'Move']","[4, 10]"
this is my A3 find anything in there,['Room'],[3]
okay,['0'],[0]
this is engineer no I did not I've marked it,['Engineer'],[4]
this is medic transporter have you checked all the rooms,"['Medic', 'Search', 'Transporter', 'YesNoQuestion']","[6, 15, 5, 18]"
this is transporter I,['Transporter'],[5]
I move confirm but I believe I've checked all the rooms,['Search'],[15]
this is engineer and I'm moving on to the Zone C area,['Engineer'],[4]
this is medic I need help with a critical victim in room C 4,"['CriticalVictim', 'HelpRequest', 'Medic']","[1, 16, 6]"
this is engineering can transport room please help him with that,"['Engineer', 'Instruction']","[4, 19]"
can you repeat the location,['YesNoQuestion'],[18]
this is medic room C4,"['Room', 'Medic', 'ReportLocation']","[3, 6, 14]"
C4,['Room'],[3]
all right,['0'],[0]
this is transporter we had a red one in A4 that was marked as an issue but there's nothing there,"['Room', 'Transporter']","[3, 5]"
also to engineer I am stuck in D4,"['HelpRequest', 'Room', 'Engineer']","[16, 3, 4]"
this is engineer can you please repeat Where You Are,"['Engineer', 'Question', 'YesNoQuestion']","[4, 17, 18]"
transporter I am stuck in room A4,"['Room', 'HelpRequest', 'Transporter']","[3, 16, 5]"
this is engineer I'm on my way it will be a while though,"['Engineer', 'Move']","[4, 10]"
this is engineer we have eight minutes left and there is also do know that there are more critical victims in i4a and E3 5 that are marked with severe damage,"['CriticalVictim', 'Room', 'Engineer', 'KnowledgeSharing', 'KnowledgeSharing', 'Move']","[1, 3, 4, 13, 13, 10]"
this is medic I am trapped in room B8 and there is also a critical victim that I need help with inside a B8,"['HelpRequest', 'Room', 'Room', 'CriticalVictim', 'HelpRequest', 'KnowledgeSharing', 'Medic']","[16, 3, 3, 1, 16, 13, 6]"
this is this is engineer I'm on my way,"['Engineer', 'Move']","[4, 10]"
this is transporter or engineer once you get him go on and clear other data and I'll transport the people back,"['Plan', 'Engineer', 'Transporter']","[20, 4, 5]"
this is engineer here sorry can you repeat that,"['Engineer', 'YesNoQuestion']","[4, 18]"
this is transporter I was just telling you I was going to join with him until you go off and clear other information,['Transporter'],[5]
all right this is engineer and I confirm,['Engineer'],[4]
transporter could you are not transport that's me this is transporter medic could you come to Zone a and remind me what victim type I have,"['Medic', 'Transporter', 'Transporter', 'YesNoQuestion', 'YesNoQuestion']","[6, 5, 5, 18, 18]"
this is medic I believe that was type A,"['Medic', 'Victim']","[6, 2]"
type A this transporter confirm,"['Transporter', 'Victim']","[5, 2]"
it was type A,['Victim'],[2]
this is medic engineer when you have the chance North Zone C is blocked off,"['Engineer', 'Medic']","[4, 6]"
this is engineer and I'm on my way,"['Engineer', 'Move']","[4, 10]"
this is medic transporter if you would come to the Ms and the elves on the far right side of the map there are a lot of critical victims that I will need help with,"['Plan', 'CriticalVictim', 'Plan', 'HelpRequest', 'KnowledgeSharing', 'Medic', 'Transporter']","[20, 1, 20, 16, 13, 6, 5]"
this is transporter confirmed,['Transporter'],[5]
I am bringing along a victim as well that I don't have a tight Bond I'm going to leave him in right outside Zone C,"['Plan', 'Victim']","[20, 2]"
Transporter 2 medic view which room are you in currently,"['Medic', 'Transporter']","[6, 5]"
it's M3 transporter C M3,"['Room', 'Room', 'ReportLocation', 'Transporter']","[3, 3, 14, 5]"
this is medic I am in I will be in a North most one I think it's M3 I believe you,"['Room', 'Medic', 'ReportLocation']","[3, 6, 14]"
this is medic this is a tight B,['Medic'],[6]
this is engineering I'm cleaning the area of rubble,"['Engineer', 'Rubble']","[4, 7]"
this is medic,['Medic'],[6]
this is medic we are stuck in room M3,"['HelpRequest', 'Room', 'Medic']","[16, 3, 6]"
this is engineer I am on my way can you please mark it with an SOS signal,"['Engineer', 'Move', 'YesNoQuestion']","[4, 10, 18]"
transporter is marked,['Transporter'],[5]
transporter medic are you going north or south after this room,"['Medic', 'Precedence', 'Transporter', 'YesNoQuestion']","[6, 11, 5, 18]"
is a medic I will be going south,"['Plan', 'Medic', 'Move']","[20, 6, 10]"
transporter could you leave the victim outside and Mark him with,"['Transporter', 'Victim', 'YesNoQuestion']","[5, 2, 18]"
his type,['0'],[0]
this is medic I already placed him outside through that hole there was an die mark them as critical,['Medic'],[6]
c,['0'],[0]
this is engineer I think we should start going to the more concentrated areas to optimize the amount of victims will be able to save be able to save,"['Engineer', 'Victim']","[4, 2]"
this is this is medic will somebody join me in M1,"['Room', 'Medic']","[3, 6]"
this is engineer I'm on my way,"['Engineer', 'Move']","[4, 10]"
this is medic transporter whenever you get that victim to Zone B there's a critical that has been marked safe outside of room M3 ready for transport,"['CriticalVictim', 'KnowledgeSharing', 'Room', 'Medic', 'Transporter', 'Transporter', 'Victim']","[1, 13, 3, 6, 5, 5, 2]"
is it transport I'm on my way to him,"['Move', 'Transporter']","[10, 5]"
this is transport I'm bringing two regular victims to Southern Zone C to be marked also engineer outside Southern Zone C there's Rubble,"['Plan', 'Engineer', 'KnowledgeSharing', 'Victim', 'Rubble', 'Transporter', 'Victim']","[20, 4, 13, 2, 7, 5, 2]"
this is medic met somebody join me in room K2 the assessment the critical,"['CriticalVictim', 'Room', 'Medic']","[1, 3, 6]"
this is transport I'm on the way,['Transporter'],[5]
