utt,extractions
so okay we're Salon left side right yeah,"[{'attachments': [], 'end_offset': 41, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 37}, {'attachments': [], 'end_offset': 8, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 4}]"
if a security officer threat or,[]
okay,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}]"
okay can you make sure you mark it,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 18, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'make', 'start_offset': 14}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [2], 'text': 'you'}], 'end_offset': 18, 'labels': ['YesNoQuestion', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'binary_question', 'span': 'can you make', 'start_offset': 6}]"
okay,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}]"
okay I need one other person to help me cure and A2 the critical person okay I guess I got the medic,"[{'attachments': [], 'end_offset': 52, 'labels': ['A2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a2', 'span': 'A2', 'start_offset': 50}, {'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}, {'attachments': [], 'end_offset': 77, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 73}, {'attachments': [], 'end_offset': 72, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical person', 'start_offset': 57}, {'arguments': {'helpee': [{'attachments': [], 'end_offset': 40, 'labels': ['Self', 'Entity', 'Concept'], 'rule': 'self_token_capture', 'span': 'me', 'start_offset': 38}]}, 'attachments': [], 'end_offset': 40, 'labels': ['HelpCommand', 'Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'Help_command_no_agent', 'span': 'help me', 'start_offset': 33}, {'attachments': [], 'end_offset': 101, 'labels': ['Medic', 'Role', 'Entity', 'Concept'], 'rule': 'medic_strict_token', 'span': 'medic', 'start_offset': 96}, {'attachments': [], 'end_offset': 29, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'person', 'start_offset': 23}]"
can you transport that at C,"[{'arguments': {'topic': [{'attachments': [], 'end_offset': 18, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'transport', 'start_offset': 9}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [1], 'text': 'you'}], 'end_offset': 18, 'labels': ['YesNoQuestion', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'binary_question', 'span': 'can you transport', 'start_offset': 1}]"
there's two and A2 or an A to severe A1 so I'll take one,"[{'attachments': [], 'end_offset': 40, 'labels': ['A1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a1', 'span': 'A1', 'start_offset': 38}, {'attachments': [], 'end_offset': 19, 'labels': ['A2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a2', 'span': 'A2', 'start_offset': 17}, {'arguments': {'topic': [{'attachments': [{'value': 'future'}], 'end_offset': 53, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'take', 'start_offset': 49}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [12], 'text': 'I'}, {'value': 'future'}], 'end_offset': 53, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something_plan-type', 'span': 'will take', 'start_offset': 45}, {'arguments': {'exists': [{'attachments': [], 'end_offset': 19, 'labels': ['A2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a2', 'span': 'A2', 'start_offset': 17}], 'location': [{'attachments': [], 'end_offset': 40, 'labels': ['A1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a1', 'span': 'A1', 'start_offset': 38}]}, 'attachments': [], 'end_offset': 40, 'labels': ['KnowledgeSharing', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'existential3', 'span': ""there 's two and A2 or an A to severe A1"", 'start_offset': 1}]"
all right um so I guess this is medic F3 as for if you want to get that last person in A1 and then engineer all come down to,"[{'attachments': [], 'end_offset': 90, 'labels': ['A1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a1', 'span': 'A1', 'start_offset': 88}, {'attachments': [], 'end_offset': 10, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agreement3', 'span': 'all right', 'start_offset': 1}, {'attachments': [], 'end_offset': 108, 'labels': ['Engineer', 'Role', 'Entity', 'Concept'], 'rule': 'engineer', 'span': 'engineer', 'start_offset': 100}, {'attachments': [], 'end_offset': 41, 'labels': ['F3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_f3', 'span': 'F3', 'start_offset': 39}, {'attachments': [], 'end_offset': 38, 'labels': ['Medic', 'Role', 'Entity', 'Concept'], 'rule': 'medic_strict_token', 'span': 'medic', 'start_offset': 33}, {'attachments': [], 'end_offset': 99, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence1', 'span': 'then', 'start_offset': 95}, {'arguments': {'location': [{'attachments': [], 'end_offset': 41, 'labels': ['F3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_f3', 'span': 'F3', 'start_offset': 39}]}, 'attachments': [{'agentType': 'DemPron', 'labels': ['DemPron', 'Entity', 'Concept'], 'span': [6], 'text': 'this'}], 'end_offset': 41, 'labels': ['ReportLocation', 'ReportStatus', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'location_report', 'span': 'is medic F3', 'start_offset': 30}, {'arguments': {'target': [{'attachments': [], 'end_offset': 84, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'person', 'start_offset': 78}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [13], 'text': 'you'}], 'end_offset': 84, 'labels': ['Save', 'RescueInteractions', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'triage_get', 'span': 'get that last person', 'start_offset': 64}, {'attachments': [], 'end_offset': 84, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'person', 'start_offset': 78}]"
yeah A4 and so all I just need you that are you in A4 already okay so I'll just I'll need to next to me so I can hear the critical,"[{'attachments': [], 'end_offset': 54, 'labels': ['A4', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a4', 'span': 'A4', 'start_offset': 52}, {'attachments': [], 'end_offset': 8, 'labels': ['A4', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a4', 'span': 'A4', 'start_offset': 6}, {'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 1}, {'attachments': [], 'end_offset': 67, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 63}, {'attachments': [], 'end_offset': 131, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_solitary', 'span': 'critical', 'start_offset': 123}, {'arguments': {'topic': [{'attachments': [{'value': 'future'}], 'end_offset': 90, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'need', 'start_offset': 86}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [17], 'text': 'I'}, {'value': 'future'}], 'end_offset': 90, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something_plan-type', 'span': 'will just I will need', 'start_offset': 72}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 118, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'hear', 'start_offset': 114}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [28], 'text': 'I'}], 'end_offset': 118, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can hear', 'start_offset': 110}]"
I'll try this one first,"[{'arguments': {'topic': [{'attachments': [{'value': 'future'}], 'end_offset': 9, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'try', 'start_offset': 6}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [0], 'text': 'I'}, {'value': 'future'}], 'end_offset': 9, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something_plan-type', 'span': 'will try', 'start_offset': 2}]"
hey,[]
and then this one,"[{'attachments': [], 'end_offset': 9, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence1', 'span': 'then', 'start_offset': 5}]"
okay do you want to take since you're slower C is closer so you want to take the C1 I'll take the A1,"[{'attachments': [], 'end_offset': 101, 'labels': ['A1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a1', 'span': 'A1', 'start_offset': 99}, {'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}, {'attachments': [], 'end_offset': 84, 'labels': ['C1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c1', 'span': 'C1', 'start_offset': 82}, {'arguments': {'topic': [{'attachments': [{'value': 'future'}], 'end_offset': 94, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'take', 'start_offset': 90}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [19], 'text': 'I'}, {'value': 'future'}], 'end_offset': 94, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something_plan-type', 'span': 'will take', 'start_offset': 86}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 17, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'want', 'start_offset': 13}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [2], 'text': 'you'}], 'end_offset': 17, 'labels': ['YesNoQuestion', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'binary_question', 'span': 'do you want', 'start_offset': 6}]"
okay,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}]"
and then you can get us out oh I could do your thing to the transporter here person so that because I faster,"[{'arguments': {'topic': [{'attachments': [], 'end_offset': 21, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'get', 'start_offset': 18}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [2], 'text': 'you'}], 'end_offset': 21, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can get', 'start_offset': 14}, {'arguments': {'second': [{'arguments': {'topic': [{'attachments': [], 'end_offset': 21, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'get', 'start_offset': 18}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [2], 'text': 'you'}], 'end_offset': 21, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can get', 'start_offset': 14}]}, 'attachments': [], 'end_offset': 21, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence1', 'span': 'then you can get', 'start_offset': 5}, {'attachments': [], 'end_offset': 72, 'labels': ['Transporter', 'Role', 'Entity', 'Concept'], 'rule': 'transporter', 'span': 'transporter', 'start_offset': 61}, {'attachments': [], 'end_offset': 84, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'person', 'start_offset': 78}]"
right,[]
yeah,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 1}]"
yeah,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 1}]"
oh shoot that's the wrong one,[]
right I yeah go yeah if you want to try,"[{'attachments': [], 'end_offset': 13, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 9}, {'attachments': [], 'end_offset': 21, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 17}, {'arguments': {'condition': [{'attachments': [], 'end_offset': 33, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'want', 'start_offset': 29}], 'solution': [{'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [1], 'text': 'I'}], 'end_offset': 16, 'labels': ['Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_keep_false', 'span': 'go', 'start_offset': 14}]}, 'attachments': [], 'end_offset': 33, 'labels': ['ContingentPlan', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'ConditionalIFGALLUP', 'span': 'go yeah if you want', 'start_offset': 14}]"
C4 I got those people in there,"[{'attachments': [], 'end_offset': 3, 'labels': ['C4', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c4', 'span': 'C4', 'start_offset': 1}]"
okay I will get there as quick as I can,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}, {'arguments': {'topic': [{'attachments': [{'value': 'future'}], 'end_offset': 16, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'get', 'start_offset': 13}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [1], 'text': 'I'}, {'value': 'future'}], 'end_offset': 16, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something_plan-type', 'span': 'will get', 'start_offset': 8}]"
all right this is medic we meet back at the place where there's a bunch of tub what was that C4 where those bunch of people,"[{'attachments': [], 'end_offset': 10, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agreement3', 'span': 'all right', 'start_offset': 1}, {'attachments': [], 'end_offset': 96, 'labels': ['C4', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c4', 'span': 'C4', 'start_offset': 94}, {'attachments': [], 'end_offset': 24, 'labels': ['Medic', 'Role', 'Entity', 'Concept'], 'rule': 'medic_strict_token', 'span': 'medic', 'start_offset': 19}]"
okay,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}]"
the transport you want to take this person and then engineer do what I,"[{'attachments': [], 'end_offset': 61, 'labels': ['Engineer', 'Role', 'Entity', 'Concept'], 'rule': 'engineer', 'span': 'engineer', 'start_offset': 53}, {'attachments': [], 'end_offset': 52, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence1', 'span': 'then', 'start_offset': 48}, {'attachments': [], 'end_offset': 14, 'labels': ['Transporter', 'Role', 'Entity', 'Concept'], 'rule': 'transporter', 'span': 'transport', 'start_offset': 5}, {'attachments': [], 'end_offset': 43, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'person', 'start_offset': 37}]"
this is back door die come to the room Green in there I don't even go there a c C2 this room has a critical,"[{'attachments': [], 'end_offset': 82, 'labels': ['C2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c2', 'span': 'C2', 'start_offset': 80}, {'attachments': [], 'end_offset': 107, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_solitary', 'span': 'critical', 'start_offset': 99}, {'attachments': [], 'end_offset': 44, 'labels': ['Green', 'Player', 'Entity', 'Concept'], 'rule': 'green', 'span': 'Green', 'start_offset': 39}, {'attachments': [], 'end_offset': 17, 'labels': ['Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'infrastructure_detection', 'span': 'door', 'start_offset': 13}, {'arguments': {'exists': [{'attachments': [], 'end_offset': 107, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_solitary', 'span': 'critical', 'start_offset': 99}]}, 'attachments': [], 'end_offset': 107, 'labels': ['KnowledgeSharing', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'found_victim_have', 'span': 'has a critical', 'start_offset': 93}, {'arguments': {'target': [{'attachments': [], 'end_offset': 82, 'labels': ['C2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c2', 'span': 'C2', 'start_offset': 80}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [12], 'text': 'I'}, {'type': 'Negation', 'value': True}], 'end_offset': 82, 'labels': ['MoveTo', 'Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_nmod_action', 'span': 'go there a c C2', 'start_offset': 67}, {'arguments': {'target': [{'attachments': [], 'end_offset': 44, 'labels': ['Green', 'Player', 'Entity', 'Concept'], 'rule': 'green', 'span': 'Green', 'start_offset': 39}]}, 'attachments': [], 'end_offset': 44, 'labels': ['MoveTo', 'Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_entity_action', 'span': 'come to the room Green', 'start_offset': 22}]"
and I blocked,"[{'arguments': {'source': [{'attachments': [], 'end_offset': 6, 'labels': ['Self', 'Entity', 'Concept'], 'rule': 'self_token_capture', 'span': 'I', 'start_offset': 5}]}, 'attachments': [{'value': 'past'}], 'end_offset': 14, 'labels': ['Block', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'obstructing', 'span': 'I blocked', 'start_offset': 5}]"
pass is wrong room open I'm sorry,[]
sorry about that that was C3 there back here,"[{'attachments': [], 'end_offset': 29, 'labels': ['C3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c3', 'span': 'C3', 'start_offset': 27}]"
yeah you broke this,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 1}]"
I'm here this one,[]
and then,"[{'attachments': [], 'end_offset': 9, 'labels': ['Precedence', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'precedence1', 'span': 'then', 'start_offset': 5}]"
I guess I got to take that all I'll say I'll take the this one is type B so I'll take it since it's closer,"[{'arguments': {'topic': [{'attachments': [{'value': 'future'}], 'end_offset': 86, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'take', 'start_offset': 82}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [21], 'text': 'I'}, {'value': 'future'}], 'end_offset': 86, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something_plan-type', 'span': 'will take', 'start_offset': 78}, {'arguments': {'topic': [{'attachments': [{'value': 'future'}], 'end_offset': 40, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'say', 'start_offset': 37}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [8], 'text': 'I'}, {'value': 'future'}], 'end_offset': 40, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something_plan-type', 'span': 'will say', 'start_offset': 33}, {'arguments': {'topic': [{'attachments': [{'value': 'future'}], 'end_offset': 50, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'take', 'start_offset': 46}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [11], 'text': 'I'}, {'value': 'future'}], 'end_offset': 50, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something_plan-type', 'span': 'will take', 'start_offset': 42}, {'attachments': [], 'end_offset': 73, 'labels': ['VictimTypeB', 'RegularVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'victimB', 'span': 'type B', 'start_offset': 67}]"
die when I think I'd no one in there,"[{'attachments': [], 'end_offset': 28, 'labels': ['NoVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'no_victim_one', 'span': 'no one', 'start_offset': 22}]"
engineer we need you at C3 or C2,"[{'attachments': [], 'end_offset': 33, 'labels': ['C2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c2', 'span': 'C2', 'start_offset': 31}, {'attachments': [], 'end_offset': 27, 'labels': ['C3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c3', 'span': 'C3', 'start_offset': 25}, {'attachments': [], 'end_offset': 9, 'labels': ['Engineer', 'Role', 'Entity', 'Concept'], 'rule': 'engineer', 'span': 'engineer', 'start_offset': 1}]"
okay everybody out of there correct,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}]"
all right okay let's go down to is that b a door up to the top,"[{'attachments': [], 'end_offset': 15, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 11}, {'attachments': [], 'end_offset': 10, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agreement3', 'span': 'all right', 'start_offset': 1}, {'attachments': [], 'end_offset': 49, 'labels': ['Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'infrastructure_detection', 'span': 'door', 'start_offset': 45}, {'arguments': {'topic': [{'arguments': {'direction': [{'attachments': [], 'end_offset': 29, 'labels': ['Down', 'Relative', 'Direction', 'Concept'], 'rule': 'down_directions', 'span': 'down', 'start_offset': 25}]}, 'attachments': [], 'end_offset': 29, 'labels': ['Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_nmod_direction', 'span': 'go down', 'start_offset': 22}]}, 'attachments': [], 'end_offset': 29, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_command_topic_let', 'span': ""let 's go down"", 'start_offset': 16}, {'arguments': {'direction': [{'attachments': [], 'end_offset': 29, 'labels': ['Down', 'Relative', 'Direction', 'Concept'], 'rule': 'down_directions', 'span': 'down', 'start_offset': 25}]}, 'attachments': [], 'end_offset': 29, 'labels': ['Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_nmod_direction', 'span': 'go down', 'start_offset': 22}]"
just B tool it has two people and I can't C though it's covered up by the okay and it has the hazard okay,"[{'attachments': [], 'end_offset': 106, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 102}, {'attachments': [], 'end_offset': 79, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 75}, {'attachments': [], 'end_offset': 12, 'labels': ['Tool', 'Item', 'Concept'], 'rule': 'tool_generic', 'span': 'tool', 'start_offset': 8}]"
so the safe one is type A,"[{'attachments': [], 'end_offset': 26, 'labels': ['VictimTypeA', 'RegularVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'victimA', 'span': 'type A', 'start_offset': 20}]"
