utt,labels,tokenized
yeah,0,[0]
but this is this is E4 Act,Room,[3]
F and E,Room/Room,"[3, 3]"
I hear this,0,[0]
F4,Room,[3]
three okay,0,[0]
yep,0,[0]
this is a c,CriticalVictim,[1]
I have an A or map is back,Victim,[2]
these areas clear,0,[0]
block,Rubble,[7]
nevermind engineer G3 is clear,Engineer/Room,"[4, 3]"
yeah just marker that it's nothing here,MarkerBlock,[8]
it was right below F4,Room,[3]
I have two regular C in front of South C I need you to heal them,"KnowledgeSharing{exists:{two regular},location:{C}}/Victim/Room/HelpRequest{agent:{I},helper:{you}}",[13]
ceiling an a,0,[0]
this is engineer let me know where else should I be headed,"Engineer/Instruction{topic:{where else should be headed},agent:{I}}","[4, 19]"
and once you make it to Zone C,Room,[3]
I have to like Euler's outside,0,[0]
B8,Room,[3]
can you bring can you bring one of them,YesNoQuestion{topic:{bring one of them}},[18]
we're south Zone a me an engineer,"ReportLocation{agent:{we},location:{south zone}}/Engineer","[14, 4]"
South Zone a L2 South Zone B and go back for the other one,Room/Room,"[3, 3]"
we have one minute we need her,"HelpRequest{agent:{we},helper:{her}}",[16]
tip,0,[0]
to the right,Instruction{topic:{to the right}},[19]
K1 K1 I'm trapped inside right here,Room/HelpRequest{agent:{I}},"[3, 16]"
which room is he said K4 K1 PP oh yeah okay oh you met laugh,Question{topic:{room he said}}/Room,"[17, 3]"
all right I have the C the help the critical can you bring that one that one is a this is the a can you drop that one off at a,CriticalVictim/YesNoQuestion{topic:{bring that one}}/YesNoQuestion{topic:{drop that one off at a}},"[1, 18]"
yes,0,[0]
I'm coming to heal the one in front of C,"Movement{agent:{I},target:{ in front of C}}/Plan{topic:{heal the one in front of C},agent:{I}}",[10]
second,0,[0]
oh my goodness I got trapped,HelpRequest{agent:{I}},[16]
hey hey hey no time,0,[0]
aah no,0,[0]
this is C engineer I have finished with the survey,Engineer,[4]
pathetic,0,[0]
paper dispenser,0,[0]
okay we are about to start issue 1 C reminder you are encouraged to meet or identification and sight,0,[0]
okay there's only one for me,0,[0]
yes,0,[0]
the leftover victims that should give us the other points what do you guys think,Victim,[2]
it tells me which it has like so for example it says severe and it shows me three rooms those being i4a E5 C4 so it gives me three of the rooms not every room that would have a critical,Room/Room/Room/Room,"[3, 3, 3, 3]"
wait you said i4a C4 and which other room,Instruction{topic:{wait}},[19]
B5 so those ones are more likely to be severe,Room,[3]
pass,Instruction{topic:{pass}},[19]
meetings at work by C so this is engineer I,Meeting/Room/Engineer,"[9, 3, 4]"
notice you said M3 B9 A2 I2 those i c are mild and I2 is moderate so we could go down the list of severe to moderate to mild damage to get the I guess the most concentration of critical victims,"Room/Room/Room/Room/Plan{topic:{go down the list},agent:{we}}/CriticalVictim","[3, 3, 3, 3, 20, 1]"
what are them,Question{topic:{them}},[17]
okay,0,[0]
and,0,[0]
open for any information about D2 or M1,Instruction{topic:{open for any informtion about D2 or M1}}/Room/Room,"[19, 3, 3]"
transporter did you have any information,Transporter/YesNoQuestion{topic:{you have any information}},"[5, 18]"
yeah yeah so this is the transporter I have the types of meetings and how many attendees are at each door where at each management meeting lunch and project meeting had two or more attendees the facilities meeting security training Human Resources meeting,Transporter/Meeting/Meeting/Meeting/Meeting,"[5, 9, 9, 9, 9]"
okay zoom2 from office has cancelled which other one was canceled,0,[0]
the storage reorganization and zoom,0,[0]
okay which this is medic which room had the most people,Medic/Question{topic:{room had the most people}},"[6, 17]"
and project we should yeah,0,[0]
so this is engineer room C4 this is one right really right in front of it says it's severe damage to this one should have a critical if we can get a medic to check,"Engineer/Room/CriticalVictim/Plan{topic:{check},agent:{medic}}/Medic","[4, 3, 1, 20, 6]"
I'm gonna just take them outside the room and then the transporter can transfer friend too critical,"Plan{topic:{take them outside the room},agent:{I}}/Transporter/Plan{topic:{transfer friend too critical}}/CriticalVictim/Precedence:{first:{take them outside the room},second:{transfer friend too critical}}",[20]
okay,0,[0]
critical,CriticalVictim,[1]
this is C this yeah that's critical,Room/CriticalVictim,"[3, 1]"
so I'm going to go into,"Plan{topic:{go into},agent:{I}}",[20]
this is medic and I'm going to go into one does that sound good,"Medic/Plan{topic:{go into},agent:{I}}","[6, 20]"
yeah and then we just move our way forward through there okay M3 is a,Precedence{second:{move our way forward through M3}}/Movement/Room,"[11, 10, 3]"
okay,0,[0]
okay I'm coming,Movement{agent:{I}},[10]
habit,0,[0]
it's for transporter,Transporter,[5]
you can go in and then I can clear out the way,"Precedence{first:{you can go in},second:{I can clear out the way}}",[11]
a non critical victim,Victim,[2]
and then why don't you also grab the the non critical victim and then place them outside yeah there you go,"Instruction{topic:{grab the non critical victim and then place them outside}/Instruction/Precedence{first:{grab the non critical victim},second:{palce them outside}}/Victim","[19, 2]"
let's make sure that they are separated so that we know who's who,Instruction{topic:{make sure they are separated}},[19]
yeah that's another one of the severe ones,CriticalVictim,[1]
oh wow,0,[0]
yeah there's a lot of critical here,0,[0]
yeah,0,[0]
this personality,0,[0]
but I think I did I put on my floor,0,[0]
no it's yeah it's a critical sign it's not which type,MarkerBlock,[8]
okay sorry,0,[0]
so anytime and they're all going to be critical so I'm just going to place them all you can I'm good here so if you want to go ahead and find the Next Room,"CriticalVictim/Plan{topic:{place them all},agent:{I}}/Instruction{topci:{go ahead and find the next room},agent:{you}}/Room","[1, 20, 3]"
okay,0,[0]
B Tech,0,[0]
pass,Instruction{topic:{pass}},[19]
this is the medic I'm gonna make my way over to D2 I think that was another one where there was kind of,"Medic/Plan{topic:{make my way over to D2},agent:{I}}/Room","[6, 20, 3]"
G2 okay,Room,[3]
okay,0,[0]
this is not a transporter how you doing are you just taking,Transporter,[5]
okay where are you I can meet you there and double-check,"Question{topic:{you}}/Plan{topic:{double check},agent:{I},condition:{meet you there}}",[17]
yeah this is this is a transporter of one of the victims you place down for some reason isn't like being accepted as type B I'm at M3,"Transporter/Victim/ReportLocation{agent:{I},location:{M3}}/Room","[5, 2, 14, 3]"
if you want we can keep moving forward,"Plan{topic:{keep moving forward},agent:{I}}",[20]
okay,0,[0]
D2 is moderate I'll head over to you right now,"Room/Plan{topic:{head over to you},agent:{I}}","[3, 20]"
okay,0,[0]
okay,0,[0]
I'm working on clearing out north Zone C transport,"Plan{topic:{clearing out north zone},agent:{I}}/Transporter","[20, 5]"
thank you,0,[0]
okay,0,[0]
the transporter the engineer,Transporter/Engineer,"[5, 4]"
okay,0,[0]
okay this is the transporter I can see how many attendees were supposed to be different rooms do you need a specific type right now,Transporter/Room,"[5, 3]"
door,0,[0]
hmm I can see oh yeah with what kind of victims detected this one doesn't have any,Question{topic:{kind of victim detected}}/Victim,"[17, 2]"
where there's a lot of rubble so it's I think it's back here move every one of these rooms has Rubble so if you can,Rubble/Instruction{topic:{move everyone}/Room,"[7, 19, 3]"
right here right behind you,ReportLocation{location:{right behind you}},[14]
yes,0,[0]
his medic green,Medic,[6]
victim Zoar,Victim,[2]
okay,0,[0]
this is engineer I'm near buildings B7 right now I found some people I put down the symbol and I let them outside of the building so you don't have to go inside the buildings,"Engineer/ReportLocation{agent:{I},location:{near building B7}}/Room/MarkerBlock/Instruction{topic:{go inside the building}}","[4, 14]"
here okay nevermind D2 is clear thank you,Room,[3]
victim Cannon the South,Victim,[2]
this is engineer there's a critical victim and I believe that's A4 and there's a regular victim outside of a door marked it on the map there's also a threat zone here so when you come here just let me know and I'll clear out the way they are,"Engineer/KnowledgeSharing{exists:{critical victim},location:{A4}}/CriticalVictim/Room/KnowledgeSharing{exists:{regular victim},location:{outside of a door}}/Victim/KnowledgeSharing{exists:{threat zone}}/Plan{topic:{you come here},agent:{you},solution:{let me know},condition:{clear out the way}}","[4, 13]"
over here there's a critical victim in K2 so I'm going to need someone to come with me to wake them up,"KnowledgeSharing{exists:{a critical victim},location:{K2}}/CriticalVictim/Room/HelpRequest{agent:{I},helper:{someone}}",[13]
are there any more victims in this area,"KnowledgeSharing{exists:{more victim},location:[this area}}/Victim","[13, 2]"
places,0,[0]
I'm going to check a4a just in case though because I don't think I went there yet,"Plan{topic:{check a4a},agent:{I}}/Room","[20, 3]"
let's go to A2 you're running you start heading that way and I'll meet you there,"Instruction{topic:{go to A2}}/Plan{topic:{meet you there},agent:{I}}",[19]
if you want to keep,0,[0]
A3 the library looks clear,Room,[3]
all right question,0,[0]
you are in a restaurant advisor so at the end of the survey work there are questions asking you to evaluate yet either,0,[0]
oh yeah yeah,0,[0]
this is engineer I finished the survey,Engineer,[4]
stop,0,[0]
okay yeah,0,[0]
okay please wait for my go signal before you can put C the next slide you have one minute to look through the sight please do not talk or discuss during this time you may proceed to the next slide in 3 2 1 go,0,[0]
Yep they're close Okay as a reminder you are encouraged to your teammates green commission or identification and severe severe weather service has always artists and M2 b b Hall sight for example if you are the engineer save this at the start of every these reported in A2 b b are inspected for signs okay let's get rid of this partition experience please note C that,0,[0]
okay this is medic I think that the engineer and transporter should go from most severe and most people to least when we talk about this right now,"Medic/Engineer/Transporter/Plan{topic:{go from most severe to least},agent:{engineer and transporter}}","[6, 4, 5, 20]"
this is engineer I have the same thing same report severe is i2a G3 B6 what I was thinking is since we know G3,"Engineer/KnowledgeSharing{exists:{severe},location:{i2a G3 B6}}/Room/Room/Room/Room","[4, 13, 3, 3, 3, 3]"
okay sounds good transporter what,Transporter,[5]
okay this is the transporter B technical exchange meeting lunch and management meeting have two or more attendees and the IT training facilities meeting and Human Resources meeting only had one,Transporter/Meeting/Meeting/Meeting,"[5, 9, 9, 9]"
management,0,[0]
there's room on management meeting okay,Room/Meeting,"[3, 9]"
so that is B6 if I can click change meetings that F4 and D4 so I3 engineer since starting the middle section for the remaining agents cancelled,Room/Meeting/Room/Room/Room/Engineer,"[3, 9, 3, 3, 3, 4]"
yes the storage reorganization the zoom meeting and the zoom2 from office,0,[0]
okay so that is A1 A4 and G3 so maybe maybe G3 is not going to many people but I still think that we should,Room/Room/Room/Room,"[3, 3, 3, 3]"
this is engineer you guys said that the meetings that had two more people were in B6 B6 is a severe location so that will have a critical person most likely B2 is moderate I believe and D4 was mild so we probably want to hit up B6 if we want critical and we know that had a meeting with two or more people if you guys are okay with that,"Engineer/Meeting/Room/KnowledgeSharing{exists:{severe location},location:{B6}}/CriticalVictim/Room/Room","[4, 9, 3, 13, 1, 3, 3]"
enter,Instruction{topic:{enter}},[19]
and just just like run by them and see what like what yeah thank you,Instruction{topic:{run}},[19]
unless their transporter wants to take one other otherwise,Transporter,[5]
I can't die,0,[0]
I'll keep going through a bunch of rooms and just working them clear if no one's in there just so you guys know have to stop by room that's already going to be clear,"Plan{topic:{going through a bunch of rooms},agent:{I}}",[20]
the library is what do you call it a threat zone so I'll just put the one eye,Room,[3]
you can I'll check first,"Plan{topic:{check},agent:{I}}/Precedence{first:{I'll check}}",[20]
okay this is the medic I found a critical person in B3 00 actually B can you go to B2 engineer please,"Medic/KnowledgeSharing{exists:{a critical person},location:{B3}}/CriticalVictim/Room/YesNoQuestion{topic:{go to Room engineer}}/Room/Engineer","[6, 13, 3, 4]"
okay,0,[0]
yeah,0,[0]
oh yeah,0,[0]
yeah I'm on my way,Movement{agent:{I}},[10]
I'll transport how are things looking,"Plan{topic:{transport},agent:{I}}",[20]
okay there's a couple people down this hallway you probably want to get started,"KnowledgeSharing{exists:{a couple people},location:{hallway}}/Instruction{topic:{get started},agent:{you}}",[13]
medic I'm in front of B1 I found a couple or just two regular victims I'll be putting them outside of the door near the hallway next to the library,"Medic/ReportLocation{agent:{I},location:{in front of B1}}/KnowledgeSharing{exists:{two regular victim}}/Victim/Plan{topic:{put them outside},agent:{I}}","[6, 14]"
how are we feeling about the this is the medic or leftmost area,Question{topic:{we feeling about this}}/Medic,"[17, 6]"
in the red section are the middle,0,[0]
oh okay,0,[0]
I'll try and go ahead just seconds,"Plan{topic:{try and go ahead},agent:{I}}",[20]
I just got out of C1 it was clear C2 is a threat let me check if there's anything in there,Room/Room/Plan{topic:{check}},"[3, 3, 20]"
this is the medic engineer did you get a chance to,Medic/Engineer/YesNoQuestion{topic:{you get a chance}},"[6, 4, 18]"
victims B giving updates on those,Victim,[2]
oh sorry transporter,Transporter,[5]
this is the transporter now I have and I'm still right now transporting the last victim from the hallway,Transporter/Movement{agent:{I}}/Victim,"[5, 10, 2]"
victim in your hand while you pass a room can you still do the thing where you find out if there,Victim/Room/YesNoQuestion{topic:{you do thing}},"[2, 3, 18]"
this is die engineer I'm in room C3 I have a critical here and I put our regular victim right outside,"Engineer/ReportLocation{agent:{I},location:{ room C3}}/Room/CriticalVictim/Victim","[4, 14, 3, 1, 2]"
hey I am trapped the medic and C6,"HelpRequest{agent:{medic},location:{C6}}/Room","[16, 3]"
I didn't get a chance to look I'm not medic I just pulled side,Medic,[6]
yeah,0,[0]
there was a critical and C3 I believe it's another trap room,"KnowledgeSharing{existis:{a critical},location:{C3}}/CriticalVictim/Room/Room","[13, 1, 3, 3]"
let's get out of here there's okay I need you to get out of here,"Instruction{topic:{get out of here}}/HelpRequest{agent:{I},location:{here},helper:{you}}",[19]
yeah right in front of the door room right in front with the regular victim right there,ReportLocation{location:{right in front of the door room}}/Room/Victim,"[14, 3, 2]"
oops,0,[0]
you gonna need to let me out,HelpRequest{agent:{me}},[16]
I think most of these rooms up here,Room,[3]
transporter there's quite a bit or there's two on stabilized victims in the hallway in front of the C buildings,"Transporter/KnowledgeSharing{exists:{two victims},location:{hallway in front of the C building}}/Victim/Room","[5, 13, 2, 3]"
I don't think there's anyone in there,"KnowledgeSharing{exists:{anyone},location:{there}}",[13]
I'm Juliet medic medic Columbus found okay let me a pic on the Trap thing and I will be right there,Medic,[6]
yeah that's type B so we can just put them outside right here for,"Victim/Plan{topic:{put them outside},agent:{we}}","[2, 20]"
this room is clear transporter,Room/Transporter,"[3, 5]"
transporter I'm in H1 I have a couple of Acts re actually medic here there's a couple victims here,"Transporter/ReportLocation{agent:{I},location:{H1}}/Room/Medic/Victim","[5, 14, 3, 6, 2]"
dude there's two in this room you said,Victim/Room,"[2, 3]"
yeah there's one more here and transport us with us so they'll be able to get them over,0,[0]
I'm going to make way to I2 and I3 that I block area just to C because I believe one of the severe room damages are i2a so I'll make my way up there,"Plan{topic:{make a way to I2 and I3},agent:{I}}/Room/Room/Room","[20, 3, 3, 3]"
- the same,0,[0]
okay I2 so,Room,[3]
all right,0,[0]
yeah this is i2a this is the one of the severe room so,Room,[3]
it should after that it should be clear,"Precedence{first:{that},second:{should be clear}}",[11]
all right there we go,Instruction,[19]
we are towards the right side with the green buildings there's going to be like I I to a right now currently,"ReportLocation{agent:{we},location:{right side with the green building}}",[14]
here we are,0,[0]
and pretty soon,0,[0]
yeah it's I'm not sure but but I can like in the window I can see that there's,0,[0]
okay I'll make my way over there I'm walking through the corridor between K and I'll,"Plan{topic:{walking through the corridor between K},agent:{I}}/Room","[20, 3]"
wait is this a,0,[0]
who hold on it's it's not it's it's a Green Building,Instruction{topic:{hold on}},[19]
it is k1 so that's,Room,[3]
so I don't think we need to clear any Rubble,Rubble,[7]
map is black online I'm coming down the kaikoura door,"Plan{topic:{coming down},agent:{I}}",[20]
some of these terms have a lot of rubble so I'm just trying to clear them as they go so,"Rubble/Plan{topic:{clear them},agent:{I}}","[7, 20]"
Nick,0,[0]
okay,0,[0]
probably should have put that down earlier,0,[0]
okay,0,[0]
this is the transporter I need help one of the green rooms i3,"Transporter/HelpRequest{agent:{I},location:{green room i3}}/Room","[5, 16, 3]"
Lance wait a second so I can get out of here I found on let's go to I3 I'm sorry actually I did yeah,Instruction{topic:{go to i3}}/Room,"[19, 3]"
yes i3a okay,Room,[3]
there are also there's one critical and one on critical victim here,CriticalVictim/CriticalVictim,"[1, 1]"
there you go,Instruction,[19]
Canon,0,[0]
yeah that is a b,Victim,[2]
this is a b type,Victim,[2]
this room is clear,Room,[3]
yeah,0,[0]
Zoom,0,[0]
okay,0,[0]
thank you,0,[0]
just B,Victim,[2]
G & F,Room/Room,"[3, 3]"
enter every single okay I see a coma victim and F4,Instruction{topic:{enter}}/Victim/Room,"[19, 2, 3]"
engineer yeah and then I also need you to clear some Rubble this one I think,"Engineer/HelpRequest{agent:{I},helper:{you}}/Rubble","[4, 16, 7]"
yeah this area so much,0,[0]
yes I can you just break that and then wait this guy,0,[0]
yeah I can get this one let's wake up the there he's awake,"Plan{topic:{get this guy},agent:{I}}/Triage","[20, 12]"
okay all right we're good,0,[0]
exactly,0,[0]
are you engineer are you finding any victims back in these arms,Engineer/YesNoQuestion{topic:{you finding any victim}}/Victim,"[4, 18, 2]"
yeah much more we went from like what was it 352 7/10,0,[0]
I'm sure that their browsers are alone yep it's enlarged,0,[0]
recording stopped,0,[0]
all right,0,[0]
this is the transporter I actually okay thank you,Transporter,[5]
this is medic I finished survey,Medic,[6]
hi this is engineer and I have I know the damage of each room and I think what I want the plan to B is I can tell you guys which rooms are most severe which ones are more moderate and which ones are mild,"Engineer/Instruction{topic:{damage of each room},agent:{I}/Room","[4, 19, 3]"
and it confirmed locations I can give you guys though,0,[0]
and this is engineer do we want to make a plan for where we go first and how we stick together,Engineer/YesNoQuestion{topic:{make a plan for where we go and how we stick together}},"[4, 18]"
honestly what seemed to be working best last time when we just did like the intro one was transported are going ahead marking room is whether they have a victim or they don't have victim I think if you kind of go ahead and label all that and made it easy for engineer and I it's a go through and he went around cleared Rubble if there was rubble and then if there was a critical victim he was able to help me,"Plan{topic:{marking room},condition:{they have a victim or they don't have a victim}}/Engineer/Rubble/CriticalVictim","[20, 4, 7, 1]"
this is transport I'm on board with doing that I'll go off to the farthest reach from where we are and label eyes I go medic if you can just as you're removing people Mark the rooms as empty but I would be I'd be most helpful,"Transporter/Plan{topic:{go off to the farthest part},agent:{I}}/Medic/Instruction{topic:{removing people},agnet:{you}}","[5, 20]"
this is engineer I also have the threat locations and I will be marking those but in case you guys want to know beforehand so you can be aware and not get trapped right at the beginning they are at the C2 D3 and h1a those are the closest three,Engineer/Room/Room/Room,"[4, 3, 3, 3]"
this is this is transporter I'm going off far right along the embera,"Transporter/Plan{topic:{going off far right},agent:{I}}","[5, 20]"
this is medic please mark that,Medic/Instruction{topic:{mark that}},"[6, 19]"
this is transporter the rubble along the walls of the m road is not instruction to anything,Transporter/Rubble,"[5, 7]"
this is engineer I'll be doing that,"Engineer/Plan{topic:{doing that},agent:{I}}","[4, 20]"
hey this is engineer I think we'll get to that later but be sure to mark it,"Engineer/Plan{topic:{get to that later},agent:{we},solution:{mark it}}","[4, 20]"
this is medic there is a critical victim in A4 and Rubble that needs to be cleared in sight of A4 as well,"Medic/KnowledgeSharing{exists:{a critical victim},location:{A4}}/CriticalVictim/Room/Rubble/Room","[6, 13, 1, 3, 7, 3]"
are you serious is clear,YesNoQuestion{topic:{you serious}},[18]
this is transport confirmed engineer did you have information on D3,Transporter/Engineer/YesNoQuestion{topic:{you have information on D3}}/Room,"[5, 4, 18, 3]"
this is transporter there is a critical inside the threat room,"Transporter/KnowledgeSharing{exists:{a critical},location:{inside the threat room}}/CriticalVictim/Room","[5, 13, 1, 3]"
but be warned that it is block all right is a threat room,Rubble/Room,"[7, 3]"
this is engineer I'm on my way,Engineer/Movement{agent:{I}},"[4, 10]"
okay,0,[0]
this is medic transporter have you checked all the rooms,Medic/Transporter/YesNoQuestion{topic:{you checked all the rooms}}/Room,"[6, 5, 18, 3]"
I move confirm but I believe I've checked all the rooms,Movement{agent:{I}},[10]
this is medic I need help with a critical victim in room C 4,"Medic/HelpRequest{agent:{I},location:{C4}}/CriticalVictim/Room","[6, 16, 1, 3]"
can you repeat the location,YesNoQuestion{topic:{you repeat the loaction}},[18]
C4,Room,[3]
this is transporter we had a red one in A4 that was marked as an issue but there's nothing there,Transporter/Room,"[5, 3]"
this is engineer can you please repeat Where You Are,Engineer/YesNoQuestion{topic:{you repeat where you are}},"[4, 18]"
this is engineer I'm on my way it will be a while though,Engineer/Movement{agent:{I}},"[4, 10]"
this is medic I am trapped in room B8 and there is also a critical victim that I need help with inside a B8,"Medic/HelpRequest{agent:{I},location:{B8}}/Room/CriticalVictim/Room","[6, 16, 3, 1, 3]"
this is transporter or engineer once you get him go on and clear other data and I'll transport the people back,"Transporter/Plan{topic:{transport the people back},agent:{I}}","[5, 20]"
this is transporter I was just telling you I was going to join with him until you go off and clear other information,Transporter/Medic/YesNoQuestion{topic:{you come to Zone and remind me victim type}},"[5, 6, 18]"
transporter could you are not transport that's me this is transporter medic could you come to Zone a and remind me what victim type I have,Transporter/Medic/YesNoQuestion{topic:{you come to Zone A and remind me victim type}},"[5, 6, 18]"
type A this transporter confirm,Victim/Transporter,"[2, 5]"
this is medic engineer when you have the chance North Zone C is blocked off,Medic/Engineer,"[6, 4]"
this is medic transporter if you would come to the Ms and the elves on the far right side of the map there are a lot of critical victims that I will need help with,Medic/Transporter/CriticalVictim/HelpRequest{agent:{I}},"[6, 5, 1, 16]"
I am bringing along a victim as well that I don't have a tight Bond I'm going to leave him in right outside Zone C,"Victim/Plan{topic:{leave him outside zone C},agent:{I}}","[2, 20]"
it's M3 transporter C M3,Room/Transporter,"[3, 5]"
this is medic this is a tight B,Medic/Victim,"[6, 2]"
this is medic,Medic,[6]
this is engineer I am on my way can you please mark it with an SOS signal,Engineer/Movement{agent:{I}}/YesNoQuestion{topic:{mark it with an SOS signal}}/MarkerBlock,"[4, 10, 8]"
transporter medic are you going north or south after this room,Transporter/Medic/YesNoQuestion{you going north or south}},"[5, 6, 18]"
transporter could you leave the victim outside and Mark him with,Transporter/YesNoQuestion{topic:{leave the victim outside and mark him}},"[5, 18]"
this is medic I already placed him outside through that hole there was an die mark them as critical,Medic/MarkerBlock/CriticalVictim,"[6, 8, 1]"
this is engineer I think we should start going to the more concentrated areas to optimize the amount of victims will be able to save be able to save,"Engineer/Plan{topic:{optimize amount of victims},agent:{we},solution:{going to the more concentrated areas}","[4, 20]"
this is engineer I'm on my way,Engineer/Movement{agent:{I}},"[4, 10]"
is it transport I'm on my way to him,Transporter/Movement{agent:{I}},"[5, 10]"
this is medic met somebody join me in room K2 the assessment the critical,"Medic/HelpRequest{agent:{medic},location:{room K2},helper:{somebody}}/Room/CriticalVictim","[6, 16, 3, 1]"
this is engineer the South Zone C has been cleared,Engineer/Room,"[4, 3]"
transporter I have,Transporter,[5]
this is transport - they're not typed at all they're waiting they're awaiting a tape also to engineer transport and medic are both stuck in room K3 K2 SOS is marked,"Transporter/HelpRequest{agent:{transporter and medic},location:{K3 K2},helper:{engineer}}/Engineer/Room/Room/MarkerBlock","[5, 16, 4, 3, 3, 8]"
I was transported engineer could I get help again another piece though,"Engineer/HelpRequest{agent:{I},helper:{engineer}}","[4, 16]"
medic can you read type that I forgot that one,Medic/YesNoQuestion{topic:{you read type}},"[6, 18]"
order on the South Hall there are two victims that have been marked and are ready for transport,"KnowledgeSharing{exists:{two victims},location:{the south hall}}/Victim","[13, 2]"
this is medic,Medic,[6]
this is medic I'm in room K4 and I need assistance giving to the victims,"Medic/ReportLocation{agent:{medic},location:{room K4}}/HelpRequest{agent:{medic},location:{K4}}/Room/Victim","[6, 14, 3, 2]"
this is transport to Tech I just fell out of it,Transporter,[5]
all right this is engineer I do want to say feel free to disagree with my suggestions but I think we should when we go into buildings we should move all the the,"Engineer/Instruction{topic:{move all}, agent:{we}}","[4, 19]"
 the J column and I'll tell you if there's any threat zones there and I don't think we should even bother entering threat zones unless I'm right next to you guys or we don't have any other options what do you guys think,"KnowledgeSharing{exists:{any threat zones}, location:{there}}/Question{topic:{you guys think}}",[13]
transporter and sure like the first room we'll all be there but the transporter is so quick that the transporter will be able to start marking rooms ahead of us and I think it will be good for us to kind of follow the path of C the transporter instead of splitting up,"Transporter/Room/Plan{topic:{all be there}, agent:{we}}/Transporter/Transporter/Room/Transporter","[5, 3, 20, 5, 5, 3, 5]"
 this is engineer sorry and I agree with that and I think that transporter should also maybe stay a little closer to us and start cleaning up the victims and transporting them sooner than marking every single room,"Engineer/Instruction{topic:{also maybe stay a little closer to us}, agent:{transporter}}/Victim/Triage{agent:{transporter}, target:{victim}}/MarkerBlock/Room","[4, 19, 8, 3]"
 do you agree,YesNoQuestion{topic:{you agree}},[18]
 transport yes I am starting at the C column,0,[0]
 transport to engineer I have Rubble at room B6 B marked,Engineer/Rubble/Room/MarkerBlock,"[4, 7, 3, 8]"
 this is engineer there are three critical victims here I suggest that we get these three right as soon as possible,"Engineer/CriticalVictim/KnowledgeSharing{exists:{three critical victims}, location:{here}}/Instruction{topic:{get these three right}, agent:{we}}/CriticalVictim","[4, 1, 13, 1]"
 actually I can do anything I'm going to go elsewhere,"Movement{agent:{I}, target:{elsewhere}}",[10]
to transport on the way to the hall,"Movement{agent:{transport}, target:{the hall}}",[10]
this is engineer transporter do you want to start taking out regular victims and putting them outside the door,Engineer/Transporter/YesNoQuestion{topic:{you want to start}}/Victim/Victim,"[4, 5, 18, 2, 2]"
this is medic to transporter they're still ones safe marker victim in West hallway,Medic/Transporter/Victim/MarkerBlock/Victim,"[6, 5, 2, 8, 2]"
 this is transport is West hallway along a or is it a long C,YesNoQuestion{topic:{West hallway along}}/YesNoQuestion{topic:{it a long C}},[18]
 this is medic again whenever you are grabbing the safe victim would you mind coming into A3 with me so that I can or actually engineer is here so medic you can continue transport,Medic/Victim/YesNoQuestion{topic:{you mind coming into A3}}/Room/Engineer/Medic,"[6, 2, 18, 3, 4, 6]"
 yes,0,[0]
this is engineer and no I did not,Engineer,[4]
this is engineer real quick I have a critical victim over in B B3 B2,"Engineer/CriticalVictim/Room/Room/KnowledgeSharing{exists:{a critical victim, location: B B3 Room}}","[4, 1, 3, 3, 13]"
 this is transport I'll take him when we're ready,"Plan{topic:{take him}}/Triage{agent:{I}, target:{him}}",[20]
 this is medic it's better now,Medic,[6]
 that's a medic just remember he's critical,Medic/Instruction{topic:{remember}}/CriticalVictim,"[6, 19, 1]"
 this is medic the transporter again don't forget in West hallway there is a critical I will actually grab him and bring him to the South hallway for you,"Medic/Transporter/CriticalVictim/KnowledgeSharing{exists:{a critical}}/Plan{topic:{actually grab him}, agent:{I}}/Triage{agent:{I}, target:{him}, location:{the South hallway}}","[6, 5, 1, 13]"
this is engineer if you guys don't have anything else for me to do I think I'm going to go into the Zone C area,"Engineer/Plan{topic:{go into the Zone C area}, agent:{I}}","[4, 20]"
 this is medic to engineered can you come back to the C area to room C3 and help me with this critical victim,"Medic/YesNoQuestion{topic:{you come back}}/Room/HelpRequest{agent:{me}, location:{room C3}, helper:{you}}","[6, 18]"
 this is transport I have a high-volume area in row a row I,0,[0]
then to I do think we should probably head over to I then,"Precedence{second:{then}}/Instruction{topic:{proably head over to I}, agent:{we}}",[11]
 this is engineer and no,Engineer,[4]
this is medic I am headed over to the eye area and transporter in the South hallway I have to save marker victims for you already,"Medic/Movement{agent:{I}, location:{the eye area}}/Transporter/MarkerBlock/Victim","[6, 10, 5, 8, 2]"
 this is engineer and we've got a critical victim in here if we want to get that,"Engineer/CriticalVictim/KnowledgeSharing{exists:{a critical victim}, location:{here}}","[4, 1, 13]"
or without any victims,Victim,[2]
 this is engineer and affirmative,Engineer,[4]
 says medic doing that right now,Medic,[6]
 is,0,[0]
 this is good,0,[0]
 I would recommend doing it,"Instruction{topic:{doing it}, agent:{I}}",[19]
 this is engineer and I've got a critical victim in the eye section however I just lost my GPS signal so I can't tell you which building,"Engineer/CriticalVictim/KnowledgeSharing{exists:{a critical victim}, location:{the eye section}}","[4, 1, 13]"
 this is,0,[0]
 this transport does anyone else agree,YesNoQuestion{topic:{anyone else agree}},[18]
 avoid the threat zones and just get everybody we can also die Zone I've got three regular victims,Instruction{topic:{avoid the threat zones}}/Victim,"[19, 2]"
three,Victim,[2]
 this is transport understood,0,[0]
